Age,Workclass,Education,Marital-status,Occupation,Gender,Capital-gain,Capital-loss,Hours-per-Week,Country,Income
36, Private, Some-college,Divorced, Prof-specialty, Male,0,0,40, United-States, <=50K
45, Private, 11th,Divorced, Transport-moving, Male,0,2824,76, United-States, >50K
59, Private, 7th-8th,Married, Other-service, Female,0,0,99, United-States, <=50K
45, Private, Some-college,Married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
53,Government, Doctorate,Divorced, Prof-specialty, Female,10520,0,40, United-States, >50K
37, Private, HS-grad,Divorced, Sales, Female,0,0,40, United-States, <=50K
26, Private, Some-college,Never-married, Sales, Female,0,0,40, United-States, <=50K
53,Government, 9th,Married, Craft-repair, Male,0,0,40, United-States, <=50K
44,Government, HS-grad,Married, Other-service, Female,0,0,15, United-States, <=50K
27, Private, Bachelors,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
22, Private, Some-college,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
41, Private, HS-grad,Divorced, Transport-moving, Male,0,0,40, United-States, <=50K
53, Private, HS-grad,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
58, Private, HS-grad,Married, Exec-managerial, Male,0,0,40, United-States, <=50K
34, ?, 12th,Divorced, ?, Female,0,0,53, United-States, <=50K
32, Private, Bachelors,Married, Prof-specialty, Male,0,0,60, United-States, >50K
32, Private, Some-college,Married, Handlers-cleaners, Male,0,0,38, Mexico, <=50K
47, Private, Masters,Married, Prof-specialty, Female,7688,0,40, United-States, >50K
27, Private, HS-grad,Married, Farming-fishing, Male,0,0,40, United-States, <=50K
25, Private, Some-college,Never-married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
40, Private, 10th,Divorced, Machine-op-inspct, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college,Married, Sales, Male,0,0,92, United-States, <=50K
23,Government, HS-grad,Never-married, Transport-moving, Male,0,0,40, United-States, <=50K
44, Private, 9th,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
19, Private, HS-grad,Never-married, Craft-repair, Male,0,0,60, United-States, <=50K
42, Private, Bachelors,Never-married, Sales, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college,Married, Farming-fishing, Male,0,0,15, United-States, <=50K
41, Private, HS-grad,Married, Sales, Male,0,1848,45, United-States, >50K
45,Government, HS-grad,Never-married, Transport-moving, Female,0,0,40, United-States, <=50K
67, ?, 5th-6th,Married, ?, Male,0,0,49, United-States, <=50K
36, Self-emp-not-inc, Bachelors,Married, Transport-moving, Male,0,0,48, ?, <=50K
52,Government, Masters,Divorced, Prof-specialty, Female,0,0,40, United-States, <=50K
28, Private, Doctorate,Never-married, Adm-clerical, Male,0,0,18, United-States, <=50K
83, Self-emp-inc, HS-grad,Divorced, Sales, Male,0,0,20, United-States, <=50K
17, Private, 11th,Never-married, Other-service, Male,0,0,20, United-States, <=50K
27, Private, Assoc-voc,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc,Never-married, Farming-fishing, Male,0,0,60, United-States, <=50K
40, Private, Some-college,Never-married, Adm-clerical, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm,Married, Sales, Female,0,0,25, United-States, <=50K
51,Government, 11th,Married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
51, Private, 1st-4th,Married, Other-service, Male,0,0,54, Mexico, <=50K
82, ?, 10th,Divorced, ?, Male,0,0,20, United-States, <=50K
28, Private, HS-grad,Never-married, Exec-managerial, Female,0,0,45, United-States, <=50K
53, Private, HS-grad,Married, Other-service, Male,0,0,50, Germany, >50K
29, Private, Bachelors,Never-married, Adm-clerical, Female,0,0,35, Canada, <=50K
19, Private, HS-grad,Never-married, Craft-repair, Male,0,0,45, United-States, <=50K
30, Private, Bachelors,Married, Sales, Female,0,0,50, United-States, <=50K
23, Private, 7th-8th,Never-married, Machine-op-inspct, Female,0,0,40, Dominican-Republic, <=50K
66, Private, Bachelors,Married, Sales, Male,0,0,15, United-States, >50K
27, Private, 11th,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
35, Private, HS-grad,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
17, Private, 12th,Never-married, Handlers-cleaners, Male,0,0,15, United-States, <=50K
27, Private, HS-grad,Never-married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
27, Private, Prof-school,Never-married, Prof-specialty, Male,0,0,50, United-States, <=50K
44,Government, Bachelors,Married, Protective-serv, Female,15024,0,40, United-States, >50K
64, Private, HS-grad,Married, Transport-moving, Male,0,0,16, United-States, <=50K
62, Self-emp-inc, HS-grad,Divorced, Sales, Female,0,0,15, United-States, <=50K
26, Private, Some-college,Married, Sales, Male,0,0,40, United-States, <=50K
40, Private, HS-grad,Divorced, Machine-op-inspct, Male,0,0,40, United-States, <=50K
40, Private, Doctorate,Married, Prof-specialty, Male,0,0,40, United-States, >50K
35, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
25, Private, Bachelors,Never-married, Prof-specialty, Male,0,0,40, Taiwan, <=50K
52,Government, Some-college,Divorced, Adm-clerical, Female,0,0,24, United-States, <=50K
46, Private, Some-college,Married, Adm-clerical, Female,0,0,40, United-States, >50K
30, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
52, Private, Some-college,Married, Exec-managerial, Male,0,0,40, United-States, >50K
28, Private, HS-grad,Never-married, Transport-moving, Male,0,0,40, United-States, <=50K
17, Private, 10th,Never-married, Other-service, Female,0,0,25, United-States, <=50K
46,Government, Some-college,Never-married, Other-service, Female,0,0,40, United-States, <=50K
45, Private, Bachelors,Divorced, Exec-managerial, Male,0,0,40, United-States, >50K
21, Private, Some-college,Never-married, Prof-specialty, Female,1055,0,32, United-States, <=50K
18, Self-emp-not-inc, HS-grad,Married, Other-service, Female,0,0,40, United-States, <=50K
17, Private, 11th,Never-married, Other-service, Male,0,1721,15, United-States, <=50K
90, Private, Some-college,Divorced, Sales, Female,0,0,37, United-States, <=50K
23, Private, Some-college,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
41, Private, Bachelors,Married, Prof-specialty, Male,0,0,40, United-States, >50K
19, Self-emp-not-inc, Some-college,Never-married, Farming-fishing, Male,0,0,50, United-States, <=50K
69, Private, HS-grad,Married, Transport-moving, Male,0,0,40, United-States, <=50K
23,Government, Assoc-acdm,Never-married, Exec-managerial, Female,0,0,32, United-States, <=50K
28, Private, Some-college,Never-married, Tech-support, Male,0,0,54, United-States, <=50K
37, Private, Assoc-acdm,Married, Sales, Male,0,1977,45, United-States, >50K
57, Private, HS-grad,Married, Sales, Male,0,0,30, United-States, <=50K
30,Government, Some-college,Never-married, Protective-serv, Male,0,1974,40, United-States, <=50K
48, Private, HS-grad,Divorced, Adm-clerical, Female,914,0,40, United-States, <=50K
73, Private, HS-grad,Divorced, Other-service, Female,0,0,32, United-States, <=50K
25, Private, 5th-6th,Never-married, Machine-op-inspct, Male,0,0,40, Mexico, <=50K
33, Private, Masters,Never-married, Exec-managerial, Male,0,0,40, United-States, >50K
36, Private, HS-grad,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
28, Private, HS-grad,Married, Craft-repair, Male,3411,0,40, United-States, <=50K
57, Private, HS-grad,Divorced, Other-service, Female,0,0,40, United-States, <=50K
31, Private, Some-college,Never-married, Other-service, Female,0,0,40, United-States, <=50K
35, ?, 9th,Divorced, ?, Male,0,0,38, United-States, <=50K
40,Government, HS-grad,Divorced, Other-service, Female,0,0,48, United-States, <=50K
32, Private, Some-college,Never-married, Prof-specialty, Female,0,0,40, United-States, <=50K
35, ?, Bachelors,Never-married, ?, Male,0,0,40, United-States, <=50K
26, Private, HS-grad,Never-married, Adm-clerical, Female,0,0,40, Jamaica, <=50K
27, Self-emp-inc, Some-college,Divorced, Sales, Female,0,0,40, United-States, <=50K
17, Private, 10th,Never-married, Other-service, Female,0,1602,18, United-States, <=50K
29, Private, Some-college,Never-married, Craft-repair, Female,0,0,40, United-States, <=50K
18, Private, 11th,Never-married, Other-service, Female,0,0,30, United-States, <=50K
20, Private, Some-college,Never-married, Sales, Male,0,0,30, United-States, <=50K
69, ?, HS-grad,Married, ?, Male,0,0,24, United-States, <=50K
18,Government, Some-college,Never-married, Other-service, Female,0,0,40, United-States, <=50K
56, Private, HS-grad,Never-married, Other-service, Female,0,0,40, United-States, <=50K
40, Private, Some-college,Divorced, Other-service, Female,0,0,8, United-States, <=50K
46, Private, Some-college,Divorced, Exec-managerial, Male,0,0,40, United-States, <=50K
41, Private, 12th,Married, Protective-serv, Male,0,0,40, ?, <=50K
53, Private, Some-college,Divorced, Exec-managerial, Female,0,0,40, United-States, <=50K
50, Private, Masters,Married, Exec-managerial, Male,0,0,50, United-States, >50K
23, Private, 11th,Never-married, Handlers-cleaners, Male,0,0,50, United-States, <=50K
40, Private, Bachelors,Married, Exec-managerial, Male,0,0,40, United-States, >50K
54, Self-emp-inc, Some-college,Married, Transport-moving, Male,0,0,40, United-States, >50K
45, Private, Some-college,Divorced, Exec-managerial, Female,0,0,40, United-States, <=50K
53,Government, HS-grad,Married, Transport-moving, Male,0,0,40, United-States, >50K
17, ?, 11th,Never-married, ?, Male,0,0,20, Peru, <=50K
50,Government, Bachelors,Divorced, Exec-managerial, Female,0,0,40, United-States, >50K
22, ?, Bachelors,Never-married, ?, Male,0,0,25, United-States, <=50K
30, Private, Bachelors,Never-married, Other-service, Male,0,0,40, ?, <=50K
40, Self-emp-inc, Bachelors,Married, Craft-repair, Male,0,0,40, United-States, <=50K
36,Government, Masters,Never-married, Prof-specialty, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm,Never-married, Sales, Male,0,0,50, United-States, <=50K
29, Private, HS-grad,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
29, Private, Bachelors,Never-married, Farming-fishing, Male,0,0,50, United-States, <=50K
22, Private, Bachelors,Never-married, Sales, Female,0,0,40, United-States, <=50K
56, Private, Bachelors,Divorced, Prof-specialty, Female,0,0,50, Haiti, <=50K
60,Government, Masters,Married, Exec-managerial, Male,0,0,40, United-States, >50K
37, Private, HS-grad,Married, Machine-op-inspct, Male,3464,0,50, United-States, <=50K
53, Private, 7th-8th,Divorced, Machine-op-inspct, Female,0,0,40, United-States, <=50K
23,Government, Some-college,Never-married, Adm-clerical, Female,0,0,20, United-States, <=50K
18, Private, HS-grad,Never-married, Priv-house-serv, Female,0,0,10, United-States, <=50K
36, Private, Some-college,Divorced, Sales, Female,3325,0,45, United-States, <=50K
67, Self-emp-inc, HS-grad,Married, Exec-managerial, Male,9386,0,50, United-States, >50K
31, Private, HS-grad,Never-married, Handlers-cleaners, Male,0,0,60, United-States, <=50K
26, Private, Bachelors,Married, Sales, Male,0,0,48, United-States, >50K
18, Private, 11th,Never-married, Adm-clerical, Female,0,0,20, United-States, <=50K
45,Government, Masters,Divorced, Prof-specialty, Female,0,0,40, United-States, <=50K
64, Private, 11th,Married, Sales, Male,0,0,40, United-States, <=50K
26, Private, HS-grad,Never-married, Sales, Female,0,0,38, United-States, <=50K
53, Private, Some-college,Divorced, Prof-specialty, Female,0,0,40, United-States, <=50K
27, Private, HS-grad,Never-married, Handlers-cleaners, Male,0,0,28, Guatemala, <=50K
32, Private, Some-college,Divorced, Machine-op-inspct, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad,Divorced, Exec-managerial, Female,14084,0,30, United-States, >50K
59, Private, 10th,Married, Craft-repair, Male,0,0,40, United-States, >50K
44, Private, Masters,Married, Prof-specialty, Male,7688,0,55, United-States, >50K
61, Self-emp-not-inc, HS-grad,Married, Farming-fishing, Male,0,0,60, United-States, <=50K
41, ?, HS-grad,Divorced, ?, Female,0,0,40, United-States, <=50K
46,Government, HS-grad,Divorced, Adm-clerical, Female,0,0,37, United-States, <=50K
32, Private, HS-grad,Never-married, Adm-clerical, Male,0,0,40, United-States, <=50K
29, Private, HS-grad,Never-married, Sales, Female,0,0,35, United-States, <=50K
48, Private, Masters,Never-married, Exec-managerial, Male,0,0,40, United-States, <=50K
32, Private, Some-college,Divorced, Exec-managerial, Female,0,0,30, United-States, <=50K
21, Private, HS-grad,Never-married, Handlers-cleaners, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Prof-school,Married, Prof-specialty, Male,0,0,50, United-States, >50K
44,Government, Masters,Married, Prof-specialty, Male,0,0,44, United-States, >50K
51, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
42, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, >50K
27, Private, Bachelors,Never-married, Protective-serv, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad,Married, Exec-managerial, Male,0,0,3, United-States, <=50K
33, Private, HS-grad,Divorced, Exec-managerial, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad,Married, Farming-fishing, Male,10605,0,60, United-States, >50K
39, Private, Masters,Never-married, Adm-clerical, Male,0,0,40, ?, <=50K
32, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
30, Private, Some-college,Divorced, Prof-specialty, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college,Married, Exec-managerial, Male,0,0,40, United-States, <=50K
31, Private, 9th,Never-married, Other-service, Male,0,0,40, United-States, <=50K
64,Government, Bachelors,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
37,Government, Some-college,Divorced, Protective-serv, Male,0,0,52, United-States, <=50K
49, Self-emp-not-inc, HS-grad,Divorced, Sales, Male,0,0,40, United-States, <=50K
29, Private, 11th,Never-married, Machine-op-inspct, Male,0,0,48, United-States, <=50K
35,Government, HS-grad,Divorced, Exec-managerial, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm,Married, Prof-specialty, Male,0,1740,45, United-States, <=50K
42,Government, Masters,Married, Prof-specialty, Male,0,0,50, United-States, >50K
21, ?, Some-college,Never-married, ?, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm,Never-married, Sales, Male,0,0,40, United-States, <=50K
35,Government, HS-grad,Never-married, Other-service, Female,0,0,40, United-States, <=50K
29,Government, Assoc-voc,Married, Protective-serv, Male,0,0,40, United-States, >50K
23, Private, Some-college,Never-married, Other-service, Female,0,0,25, United-States, <=50K
21, Private, Some-college,Never-married, Other-service, Female,0,0,20, ?, <=50K
45, Private, Bachelors,Never-married, Prof-specialty, Male,0,0,40, United-States, <=50K
24, ?, Bachelors,Never-married, ?, Male,0,0,50, United-States, <=50K
38, Private, HS-grad,Never-married, Handlers-cleaners, Male,594,0,50, United-States, <=50K
28, ?, 10th,Never-married, ?, Female,0,0,38, United-States, <=50K
23, Private, HS-grad,Never-married, Sales, Female,0,0,48, United-States, <=50K
39, Self-emp-not-inc, Bachelors,Never-married, Sales, Male,0,0,60, Iran, <=50K
45, Private, Masters,Married, Exec-managerial, Male,15024,0,50, United-States, >50K
68, Private, Assoc-acdm,Divorced, Exec-managerial, Female,0,0,43, United-States, <=50K
60,Government, Assoc-voc,Divorced, Prof-specialty, Male,4934,0,40, United-States, >50K
38,Government, Doctorate,Married, Prof-specialty, Female,7688,0,40, ?, >50K
41, Private, 12th,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
48, Private, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
33, Private, HS-grad,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc,Married, Craft-repair, Male,0,0,40, United-States, <=50K
23,Government, Some-college,Never-married, Adm-clerical, Female,0,0,20, United-States, <=50K
26, Private, 9th,Married, Craft-repair, Male,0,0,45, United-States, <=50K
55, Self-emp-inc, Bachelors,Married, Exec-managerial, Male,0,2415,50, United-States, >50K
35,Government, Masters,Married, Prof-specialty, Male,0,0,75, United-States, <=50K
52, Private, Some-college,Married, Exec-managerial, Male,3103,0,55, United-States, >50K
46,Government, HS-grad,Divorced, Adm-clerical, Female,0,0,38, United-States, <=50K
72, ?, HS-grad,Married, ?, Male,0,0,1, United-States, <=50K
18, Private, HS-grad,Never-married, Other-service, Female,0,0,30, United-States, <=50K
62,Government, HS-grad,Divorced, Transport-moving, Male,0,0,40, United-States, <=50K
22, Private, Some-college,Never-married, Transport-moving, Female,0,0,30, United-States, <=50K
40, Private, Some-college,Married, Adm-clerical, Female,7298,0,40, United-States, >50K
26, Private, Some-college,Married, Sales, Male,0,0,50, United-States, <=50K
35, Private, Assoc-acdm,Married, Sales, Female,0,0,36, United-States, <=50K
25, Self-emp-not-inc, HS-grad,Never-married, Sales, Female,0,0,40, United-States, <=50K
46, ?, Assoc-voc,Married, ?, Female,0,0,35, United-States, >50K
39, Private, Bachelors,Married, Craft-repair, Male,0,1564,50, ?, >50K
41, Private, Some-college,Married, Craft-repair, Male,0,0,45, United-States, >50K
59, Private, Bachelors,Married, Handlers-cleaners, Male,0,0,40, Italy, >50K
37, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
38, Private, Some-college,Married, Craft-repair, Male,0,0,43, United-States, <=50K
33, Private, Bachelors,Never-married, Exec-managerial, Male,0,0,40, ?, <=50K
23, Private, Assoc-acdm,Married, Other-service, Female,0,0,40, Puerto-Rico, <=50K
67, Self-emp-not-inc, Masters,Divorced, Prof-specialty, Male,18481,0,2, United-States, >50K
60, Private, Bachelors,Divorced, Prof-specialty, Female,8614,0,48, United-States, >50K
39, Self-emp-inc, Bachelors,Married, Prof-specialty, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc, HS-grad,Married, Transport-moving, Male,0,1887,60, United-States, >50K
26, Private, Bachelors,Never-married, Prof-specialty, Female,0,0,45, United-States, <=50K
39, Private, HS-grad,Divorced, Tech-support, Female,0,0,50, United-States, <=50K
28, Private, Some-college,Never-married, Adm-clerical, Female,0,0,40, United-States, <=50K
29, Private, 11th,Divorced, Craft-repair, Female,0,0,52, United-States, <=50K
43, Private, Assoc-voc,Married, Craft-repair, Male,0,0,50, United-States, <=50K
23, Private, Some-college,Never-married, Tech-support, Male,0,0,25, United-States, <=50K
32, Private, Bachelors,Married, Sales, Male,0,1977,45, United-States, >50K
33, Self-emp-not-inc, Some-college,Married, Prof-specialty, Female,0,0,60, United-States, >50K
45, Private, HS-grad,Divorced, Other-service, Female,0,0,35, United-States, <=50K
48, Private, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
43,Government, Prof-school,Married, Prof-specialty, Male,15024,0,45, United-States, >50K
50, Self-emp-not-inc, HS-grad,Married, Transport-moving, Male,0,0,40, United-States, >50K
63, Private, Bachelors,Never-married, Tech-support, Male,0,0,40, United-States, >50K
55, Private, HS-grad,Married, Craft-repair, Male,3103,0,40, United-States, >50K
22, Private, Bachelors,Never-married, Exec-managerial, Female,0,0,35, United-States, <=50K
32, Self-emp-not-inc, HS-grad,Never-married, Other-service, Male,0,0,60, United-States, <=50K
27, Private, Assoc-acdm,Married, Exec-managerial, Male,0,0,55, United-States, <=50K
22, Private, Bachelors,Never-married, Sales, Female,0,0,15, United-States, <=50K
44, Private, HS-grad,Divorced, Transport-moving, Male,0,0,68, United-States, <=50K
34, Private, HS-grad,Divorced, Other-service, Female,0,0,40, United-States, <=50K
28, Private, HS-grad,Never-married, Machine-op-inspct, Female,0,0,40, United-States, <=50K
40, Private, Masters,Married, Prof-specialty, Female,15024,0,24, United-States, >50K
45, Private, Some-college,Married, Transport-moving, Male,0,0,55, United-States, <=50K
17, Private, 10th,Never-married, Other-service, Male,0,0,15, United-States, <=50K
53, Self-emp-not-inc, 12th,Married, Craft-repair, Male,0,0,45, United-States, <=50K
58, Private, Assoc-acdm,Married, Craft-repair, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad,Never-married, Craft-repair, Male,0,0,35, United-States, <=50K
44,Government, Assoc-voc,Never-married, Craft-repair, Male,0,0,44, United-States, <=50K
40, Self-emp-not-inc, HS-grad,Married, Craft-repair, Male,0,0,30, United-States, <=50K
58, Self-emp-not-inc, Masters,Married, Exec-managerial, Male,0,0,50, United-States, <=50K
38, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, >50K
62, Private, 9th,Never-married, Priv-house-serv, Female,1055,0,22, United-States, <=50K
31, Private, Assoc-voc,Married, Craft-repair, Male,3464,0,38, United-States, <=50K
31, Private, 11th,Married, Craft-repair, Male,0,0,40, Mexico, <=50K
30, Private, HS-grad,Never-married, Exec-managerial, Male,0,1876,45, United-States, <=50K
37, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,40, Mexico, <=50K
38,Government, HS-grad,Never-married, Craft-repair, Male,0,1876,40, Canada, <=50K
58,Government, 12th,Married, Farming-fishing, Male,0,0,40, United-States, <=50K
30, Private, Bachelors,Married, Exec-managerial, Male,0,0,50, United-States, >50K
28, Private, Assoc-voc,Never-married, Prof-specialty, Female,4650,0,40, United-States, <=50K
46, Private, Some-college,Divorced, Exec-managerial, Female,0,0,70, United-States, <=50K
34, Private, Bachelors,Never-married, Tech-support, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Some-college,Divorced, Craft-repair, Male,0,0,99, United-States, <=50K
61, Self-emp-inc, Some-college,Divorced, Sales, Female,0,0,20, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc,Divorced, Machine-op-inspct, Female,0,0,40, United-States, <=50K
31, Private, HS-grad,Divorced, Other-service, Female,0,0,40, United-States, <=50K
21, Private, HS-grad,Never-married, Adm-clerical, Male,0,0,40, United-States, <=50K
50, Private, HS-grad,Married, Machine-op-inspct, Male,0,0,58, United-States, <=50K
47, Private, HS-grad,Never-married, Adm-clerical, Male,0,0,33, United-States, <=50K
20, Private, HS-grad,Never-married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
23, Private, Bachelors,Never-married, Other-service, Female,0,0,30, United-States, <=50K
46, Private, 1st-4th,Divorced, Other-service, Female,0,0,40, Mexico, <=50K
20, Private, HS-grad,Never-married, Handlers-cleaners, Male,0,0,45, United-States, <=50K
33, Private, Bachelors,Married, Sales, Male,7688,0,50, United-States, >50K
30, Private, Some-college,Never-married, Adm-clerical, Female,0,0,30, United-States, <=50K
43,Government, Some-college,Divorced, Protective-serv, Female,0,0,40, United-States, <=50K
23, Private, Some-college,Never-married, Handlers-cleaners, Male,0,0,60, United-States, <=50K
34, Private, Bachelors,Married, Exec-managerial, Male,0,0,50, ?, >50K
25, Private, Some-college,Never-married, Adm-clerical, Male,0,0,40, United-States, <=50K
50, Private, HS-grad,Married, Prof-specialty, Female,0,0,40, United-States, >50K
44, Private, Masters,Married, Exec-managerial, Female,0,0,24, United-States, >50K
26, Private, Some-college,Divorced, Prof-specialty, Female,0,0,40, United-States, <=50K
35, Private, Doctorate,Never-married, Prof-specialty, Female,0,0,80, United-States, >50K
48, Self-emp-not-inc, HS-grad,Divorced, Prof-specialty, Male,0,0,15, United-States, <=50K
26, Private, HS-grad,Never-married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
41,Government, Masters,Divorced, Prof-specialty, Female,0,0,40, United-States, <=50K
25, Private, Bachelors,Never-married, Other-service, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc,Never-married, Prof-specialty, Female,0,0,55, United-States, <=50K
24, Private, Bachelors,Married, Exec-managerial, Female,0,0,40, United-States, <=50K
31, Private, Bachelors,Married, Adm-clerical, Female,0,0,40, United-States, <=50K
24,Government, Assoc-acdm,Never-married, Prof-specialty, Female,0,0,2, United-States, <=50K
41, Private, 9th,Never-married, Priv-house-serv, Female,0,0,40, Columbia, <=50K
38,Government, Some-college,Married, Craft-repair, Male,0,0,45, United-States, <=50K
19, Private, HS-grad,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
19, Private, HS-grad,Never-married, Adm-clerical, Male,0,0,40, United-States, <=50K
24, Private, HS-grad,Never-married, Other-service, Male,0,0,40, United-States, <=50K
59, ?, Bachelors,Married, ?, Male,0,0,40, United-States, <=50K
67, Private, Masters,Married, Exec-managerial, Male,0,0,55, United-States, >50K
49, Private, 10th,Divorced, Machine-op-inspct, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc,Married, Tech-support, Male,0,0,40, United-States, >50K
44, Private, Some-college,Married, Exec-managerial, Male,0,0,45, United-States, >50K
58, ?, Some-college,Married, ?, Male,99999,0,40, United-States, >50K
22, Private, Assoc-acdm,Never-married, Protective-serv, Male,0,0,60, United-States, <=50K
21,Government, Some-college,Never-married, Exec-managerial, Male,0,0,10, United-States, <=50K
50, Private, Some-college,Married, Handlers-cleaners, Male,0,0,50, United-States, <=50K
44,Government, Assoc-acdm,Married, Prof-specialty, Male,0,0,48, United-States, <=50K
36,Government, Some-college,Married, Adm-clerical, Male,0,0,40, United-States, <=50K
30,Government, Some-college,Married, Adm-clerical, Male,7298,0,48, Cuba, >50K
52, Private, HS-grad,Married, Sales, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad,Married, Craft-repair, Male,0,0,90, United-States, <=50K
48,Government, Assoc-voc,Never-married, Protective-serv, Male,0,0,48, United-States, <=50K
23, Private, HS-grad,Married, Sales, Male,0,2377,40, United-States, <=50K
37, Private, Masters,Never-married, Sales, Male,0,0,50, United-States, <=50K
44, Self-emp-inc, Masters,Married, Prof-specialty, Male,0,2415,55, United-States, >50K
44, Private, HS-grad,Married, Transport-moving, Male,0,0,50, United-States, >50K
36, Private, Bachelors,Divorced, Prof-specialty, Male,0,0,40, United-States, <=50K
26,Government, Some-college,Married, Exec-managerial, Male,0,0,12, United-States, <=50K
31, Self-emp-inc, Bachelors,Never-married, Prof-specialty, Male,0,0,45, United-States, >50K
23, ?, HS-grad,Never-married, ?, Male,0,0,12, England, <=50K
29, Private, HS-grad,Married, Craft-repair, Male,0,0,50, United-States, <=50K
53, Private, HS-grad,Divorced, Craft-repair, Female,0,0,40, United-States, <=50K
52, Private, Assoc-voc,Married, Exec-managerial, Male,0,0,40, United-States, <=50K
55, Private, HS-grad,Married, Handlers-cleaners, Male,0,1887,40, United-States, >50K
31, Private, 10th,Married, Sales, Male,0,0,40, United-States, <=50K
19, ?, HS-grad,Never-married, ?, Female,0,0,16, United-States, <=50K
64, ?, HS-grad,Divorced, ?, Female,0,0,30, United-States, <=50K
55, Private, HS-grad,Married, Sales, Male,0,0,40, United-States, <=50K
48, Private, Masters,Married, Prof-specialty, Male,0,0,55, United-States, >50K
20, Private, HS-grad,Never-married, Craft-repair, Female,0,0,40, United-States, <=50K
50,Government, HS-grad,Married, Adm-clerical, Female,7298,0,30, United-States, >50K
45, Self-emp-inc, Bachelors,Married, Exec-managerial, Male,0,0,51, United-States, <=50K
17, Private, 10th,Never-married, Handlers-cleaners, Male,0,0,10, El-Salvador, <=50K
38, Private, HS-grad,Divorced, Other-service, Female,0,0,25, United-States, <=50K
43, Private, HS-grad,Divorced, Exec-managerial, Female,0,0,40, United-States, >50K
22, Private, HS-grad,Married, Craft-repair, Male,0,0,30, United-States, <=50K
63, Private, HS-grad,Divorced, Craft-repair, Female,0,0,40, United-States, <=50K
36, Private, Bachelors,Married, Exec-managerial, Male,0,0,45, United-States, <=50K
56, Private, Bachelors,Married, Prof-specialty, Male,0,0,50, United-States, >50K
43,Government, Prof-school,Married, Prof-specialty, Male,0,0,40, United-States, <=50K
41, Private, Bachelors,Married, Tech-support, Male,0,0,45, United-States, >50K
41, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
36, Private, Bachelors,Divorced, Prof-specialty, Male,0,0,45, United-States, <=50K
59, Private, Doctorate,Married, Prof-specialty, Male,0,0,50, United-States, >50K
46,Government, Assoc-acdm,Married, Exec-managerial, Male,0,0,44, United-States, >50K
23, Private, Bachelors,Never-married, Prof-specialty, Female,0,0,36, United-States, <=50K
